Brand;Movement;Case material;Bracelet material;Year of production;Condition;Scope of delivery;Gender;Price;Availability;Shape;Face Area;Crystal;Dial;Bracelet color;Watches Sold by the Seller;Active listing of the seller;Fast Shipper;Trusted Seller;Punctuality;Seller Reviews;age;is_modern;price_log;seller_reputation_score;scope_score;price_anomaly_low;price_anomaly_high;seller_consistent
Michel Herbelin;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;898.0;Item needs to be procured;Circular;692.37;Sapphire crystal;Black;Black;2329.0;2501.0;0;1;1;1745.0;2.0;1;6.80128303447162;0.6666666666666666;3;0;0;0
Piaget;Automatic;Yellow gold;Leather;1985.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;6000.0;Item needs to be procured;Rectangular;975.0;Sapphire crystal;Black;Black;12.0;179.0;1;1;1;9.0;41.0;0;8.699681400989514;1.0;0;0;0;0
Dewitt;Automatic;Rose gold;Leather;2018.0;Like new & unworn;Original box, no original papers;Women's watch;11995.0;Item is in stock;Circular;692.37;Sapphire crystal;Blue;Blue;418.0;333.0;0;1;1;270.0;8.0;1;9.392328539868899;0.6666666666666666;2;0;0;1
Breguet;Automatic;White gold;Rubber;2014.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;19500.0;Item is in stock;Circular;453.73;Sapphire crystal;White;White;895.0;533.0;1;1;1;697.0;12.0;1;9.87822102528824;1.0;1;0;0;1
Jaeger-LeCoultre;Automatic;Steel;Leather;2017.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;30900.0;Item is in stock;Circular;867.0325;Sapphire crystal;Skeletonized;Black;512.0;67.0;1;1;1;406.0;9.0;1;10.33854382482173;1.0;2;0;0;1
Zeppelin;Quartz;Steel;Leather;2022.0;New;Original box, original papers;Men's watch/Unisex;302.0;Item is in stock;Circular;659.7925;Mineral Glass;White;Brown;2329.0;2501.0;0;1;1;1745.0;4.0;1;5.713732805509369;0.6666666666666666;3;0;0;0
TAG Heuer;Automatic;Steel;Crocodile skin;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;2500.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Black;468.0;291.0;1;1;1;306.0;4.0;1;7.824445930877619;1.0;3;0;0;1
Enicar;Automatic;Steel;Leather;1970.0;Used (Good);No original box, no original papers;Men's watch/Unisex;2156.0;Item is in stock;Rectangular;1404.0;Plexiglass;Black;Black;580.0;419.0;0;0;0;448.0;56.0;0;7.676473646389156;0.0;0;0;0;1
Traser;Quartz;Steel;Textile;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;541.0;Item needs to be procured;Circular;830.5300000000001;Sapphire crystal;Blue;Blue;8546.0;2535.0;0;1;1;4713.0;2.0;1;6.295266001439646;0.6666666666666666;3;0;0;1
NOMOS;Manual winding;Steel;Leather;2019.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3330.0;Item is in stock;Circular;692.37;Sapphire crystal;Grey;Black;231.0;125.0;0;1;1;172.0;7.0;1;8.11102783819368;0.6666666666666666;3;0;0;1
Chaumet;Quartz;Steel;Rubber;2010.0;Used (Very good);Original box, original papers;Women's watch;2762.0;Item is in stock;Circular;427.4325;Sapphire crystal;Grey;Grey;580.0;419.0;0;0;0;448.0;16.0;1;7.924072324923417;0.0;3;0;0;1
Breguet;Automatic;Rose gold;Rubber;2014.0;Used (Very good);Original box, original papers;Men's watch/Unisex;20000.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;86.0;80.0;1;1;1;63.0;12.0;1;9.90353755128617;1.0;3;0;0;1
Tudor;Automatic;Gold/Steel;Gold/Steel;2019.0;Used (Good);Original box, original papers;Men's watch/Unisex;4150.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Gold/Steel;2440.0;363.0;0;1;1;1789.0;7.0;1;8.33110454805304;0.6666666666666666;3;0;0;1
Zelos;Manual winding;Steel;Crocodile skin;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;29500.0;Item is in stock;Rectangular;2016.0;Sapphire crystal;Skeletonized;Grey;580.0;419.0;0;0;0;448.0;4.0;1;10.292179440058462;0.0;3;0;0;1
Harry Winston;Automatic;Rose gold;Crocodile skin;2020.0;Used (Very good);Original box, original papers;Men's watch/Unisex;59750.0;Item needs to be procured;Circular;830.5300000000001;Sapphire crystal;Blue;Black;265.0;934.0;0;1;1;175.0;6.0;1;10.997941206055378;0.6666666666666666;3;0;0;0
Angelus;Automatic;Titanium;Titanium;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;34540.0;Item is in stock;Circular;692.37;Sapphire crystal;Green;Steel;580.0;419.0;0;0;0;448.0;2.0;1;10.44990230322135;0.0;3;0;0;1
Seiko;Quartz;Steel;Steel;2020.0;New;No original box, no original papers;Men's watch/Unisex;79.0;Item is in stock;Rectangular;516.0;Sapphire crystal;Black;Steel;89.0;11.0;1;1;1;52.0;6.0;1;4.382026634673881;1.0;0;0;0;1
CWC;Manual winding;Steel;Textile;1970.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;2529.0;Item is in stock;Rectangular;1702.0;Plastic;Black;Black;656.0;286.0;0;1;1;367.0;56.0;0;7.835974581721566;0.6666666666666666;0;0;0;1
Fendi;Automatic;Steel;Steel;2005.0;Used (Very good);Original box, no original papers;Women's watch;389.0;Item needs to be procured;Circular;226.08;Sapphire crystal;Black;Black;128.0;192.0;0;1;1;89.0;21.0;1;5.966146739123692;0.6666666666666666;2;0;0;0
Glycine;Automatic;Steel;Leather;2018.0;Used (Good);No original box, no original papers;Men's watch/Unisex;1051.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;8.0;1;6.9584483932976555;0.0;0;0;0;1
Zenith;Automatic;Ceramic;Ceramic;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;13910.0;Item is in stock;Circular;659.7925;Sapphire crystal;Grey;Black;62.0;395.0;1;1;1;37.0;3.0;1;9.54043517305957;1.0;3;0;0;0
Grand Seiko;Automatic;Steel;Steel;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;5399.0;Item is in stock;Circular;628.0;Sapphire crystal;Silver;Steel;580.0;419.0;0;0;0;448.0;5.0;1;8.594154232552366;0.0;3;0;0;1
Swatch;Automatic;Steel;Leather;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;532.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;2891.0;705.0;0;1;1;2092.0;2.0;1;6.278521424165844;0.6666666666666666;3;0;0;1
Ebel;Quartz;Yellow gold;Leather;1998.0;Used (Very good);Original box, original papers;Women's watch;6500.0;Item is in stock;Circular;453.73;Sapphire crystal;White;Black;1606.0;1689.0;1;1;1;1150.0;28.0;0;8.77971129020447;1.0;3;0;0;0
Rado;Quartz;Steel;Ceramic;2020.0;New;Original box, original papers;Women's watch;989.0;Item is in stock;Circular;330.09250000000003;Sapphire crystal;Black;Silver;379.0;448.0;0;0;1;235.0;6.0;1;6.897704943128636;0.3333333333333333;3;0;0;0
Gruen;Manual winding;Yellow gold;Leather;1940.0;Used (Good);No original box, no original papers;Men's watch/Unisex;688.0;Item is in stock;Rectangular;704.0;Plexiglass;Grey;Green;580.0;419.0;0;0;0;448.0;86.0;0;6.535241271013659;0.0;0;0;0;1
Armani;Quartz;Steel;Steel;2020.0;Used (Very good);Original box, original papers;Men's watch/Unisex;173.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Blue;Silver;580.0;419.0;0;0;0;448.0;6.0;1;5.159055299214529;0.0;3;0;0;1
Rotary;Automatic;Steel;Gold/Steel;2020.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;260.0;Item is in stock;Rectangular;462.0;Sapphire crystal;Blue;Gold/Steel;580.0;419.0;0;0;0;448.0;6.0;1;5.564520407322694;0.0;3;0;0;1
Breguet;Manual winding;Rose gold;Alligator skin;2014.0;Used (Very good);Original box, original papers;Men's watch/Unisex;19990.0;Item is in stock;Circular;628.0;Sapphire crystal;Silver;Black;3537.0;2940.0;1;1;1;2002.0;12.0;1;9.903037451255743;1.0;3;0;0;1
Jacob & Co.;Quartz;Steel;Rubber;2022.5;Used (Very good);Original box, original papers;Men's watch/Unisex;4499.0;Item needs to be procured;Circular;867.0325;Sapphire crystal;Black;Black;522.0;867.0;1;1;1;375.0;3.5;1;8.411832675758411;1.0;3;0;0;0
Harry Winston;Automatic;Rose gold;Leather;2020.0;New;Original box, original papers;Men's watch/Unisex;34500.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;267.0;1475.0;1;0;1;196.0;6.0;1;10.448743588106625;0.6666666666666666;3;0;0;0
De Bethune;Automatic;Rose gold;Crocodile skin;2015.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;41300.0;Item needs to be procured;Circular;759.88;Sapphire crystal;Silver;Black;12.0;179.0;1;1;1;9.0;11.0;1;10.628641991731053;1.0;1;0;0;0
Spinnaker;Automatic;Steel;Steel;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;439.0;Item is in stock;Circular;725.7325000000001;Mineral Glass;Yellow;Silver;14650.0;5537.0;1;1;1;7437.0;2.0;1;6.0867747269123065;1.0;3;0;0;1
RSW;Manual winding;Steel;Leather;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;2925.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;3.0;1;7.98139158158007;0.0;3;0;0;1
Mondaine;Quartz;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;525.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Black;1428.0;1815.0;1;0;1;880.0;2.0;1;6.26530121273771;0.6666666666666666;3;0;0;0
Pryngeps;Quartz;Steel;Rubber;1990.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;118.0;Item needs to be procured;Circular;692.37;Plexiglass;Black;Black;1140.0;567.0;1;1;1;663.0;36.0;0;4.77912349311153;1.0;0;0;0;1
Union Glashütte;Automatic;Steel;Steel;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1968.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Steel;2482.0;668.0;1;1;1;1601.0;2.0;1;7.585281078639126;1.0;3;0;0;1
Victorinox Swiss Army;Quartz;Steel;Textile;2019.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;542.0;Item is in stock;Circular;794.8125;Sapphire crystal;Blue;Blue;580.0;419.0;0;0;0;448.0;7.0;1;6.297109319933935;0.0;3;0;0;1
Seiko;Automatic;Steel;Steel;2024.0;New;Original box, original papers;Men's watch/Unisex;1125.0;Item is in stock;Circular;634.2957000000001;Sapphire crystal;Black;Silver;1184.0;857.0;1;0;1;650.0;2.0;1;7.026426808699636;0.6666666666666666;3;0;0;1
Maurice de Mauriac;Automatic;Steel;Steel;2010.0;New;Original box, original papers;Men's watch/Unisex;6716.0;Item available on request;Circular;794.8125;Sapphire crystal;Black;Black;566.0;993.0;1;1;1;448.0;16.0;1;8.812396905266864;1.0;3;0;0;0
Guess;Quartz;Steel;Leather;2016.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;552.0;Item is in stock;Circular;759.88;Glass;Blue;Blue;580.0;419.0;0;0;0;448.0;10.0;1;6.315358001522335;0.0;3;0;0;1
Bulgari;Automatic;Steel;Crocodile skin;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;11429.0;Item is in stock;Circular;692.37;Sapphire crystal;Silver;Black;172.0;211.0;1;0;1;121.0;5.0;1;9.343996756788856;0.6666666666666666;3;0;0;0
Ollech & Wajs;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;2437.0;Item is in stock;Circular;612.398125;Sapphire crystal;Grey;Brown;45.0;24.0;1;1;1;54.0;2.0;1;7.798933310041217;1.0;3;0;0;1
Poljot;Manual winding;Steel;Leather;1990.0;Like new & unworn;No original box, no original papers;Men's watch/Unisex;179.0;Item is in stock;Circular;566.77;Plexiglass;Champagne;Brown;580.0;419.0;0;0;0;448.0;36.0;0;5.19295685089021;0.0;0;0;0;1
Waltham;Manual winding;Yellow gold;Crocodile skin;1923.5;Used (Good);No original box, no original papers;Men's watch/Unisex;4859.0;Item is in stock;Circular;581.783125;Sapphire crystal;White;Brown;112.0;77.0;1;1;1;81.0;102.5;0;8.48879371689454;1.0;0;0;0;1
Enicar;Manual winding;Steel;Leather;1966.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;8557.0;Item is in stock;Circular;628.0;Plexiglass;Black;Black;592.0;152.0;0;1;1;444.0;60.0;0;9.054621796976763;0.6666666666666666;0;0;0;1
Roger Dubuis;Automatic;Steel;Leather;2012.0;Used (Good);Original box, original papers;Men's watch/Unisex;4031.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Black;698.0;405.0;1;1;1;538.0;14.0;1;8.302017809751204;1.0;3;0;0;1
Chanel;Automatic;Ceramic;Rubber;2011.0;Used (Very good);Original box, original papers;Men's watch/Unisex;2708.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;505.0;259.0;1;1;1;359.0;15.0;1;7.904334842085095;1.0;3;0;0;1
Fossil;Quartz;Steel;Steel;2016.5;Used (Very good);No original box, no original papers;Men's watch/Unisex;35.0;Item is in stock;Circular;226.08;Mineral Glass;Purple;Silver;1428.0;1815.0;1;0;1;880.0;9.5;1;3.58351893845611;0.6666666666666666;0;1;0;0
Lorus;Quartz;Steel;Steel;1994.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;91.0;Item is in stock;Circular;692.37;Mineral Glass;White;Gold;14650.0;5537.0;1;1;1;7437.0;32.0;0;4.5217885770490405;1.0;3;0;0;1
NOMOS;Automatic;Steel;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3399.0;Item is in stock;Circular;628.0;Sapphire crystal;White;Black;92.0;87.0;1;1;1;76.0;4.0;1;8.131530710604252;1.0;3;0;0;1
Montblanc;Automatic;Steel;Leather;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3750.0;Item is in stock;Circular;692.37;Sapphire crystal;Grey;Grey;895.0;533.0;1;1;1;697.0;5.0;1;8.229777750081887;1.0;3;0;0;1
Vostok;Manual winding;Steel;Rubber;1983.0;Used (Good);No original box, no original papers;Men's watch/Unisex;248.0;Item is in stock;Rectangular;1800.0;Sapphire crystal;Brown;Black;1434.0;1136.0;0;0;1;1031.0;43.0;0;5.517452896464707;0.3333333333333333;0;0;0;1
Oris;Automatic;Steel;Leather;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3150.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Black;3088.0;1614.0;0;1;1;2340.0;3.0;1;8.055475141757274;0.6666666666666666;3;0;0;1
Lip;Manual winding;Gold-plated;Gold-plated;1960.0;Used (Good);No original box, no original papers;Women's watch;200.0;Item is in stock;Rectangular;986.0;Sapphire crystal;Red;Gold;580.0;419.0;0;0;0;448.0;66.0;0;5.303304908059076;0.0;0;0;0;1
Atlantic;Automatic;Steel;Steel;2016.0;Used (Very good);Original box, original papers;Men's watch/Unisex;649.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Steel;1434.0;1136.0;0;0;1;1031.0;10.0;1;6.476972362889683;0.3333333333333333;3;0;0;1
Louis Erard;Automatic;Steel;Leather;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;3800.0;Item is in stock;Rectangular;2128.5;Sapphire crystal;Blue;Black;580.0;419.0;0;0;0;448.0;3.0;1;8.24301946898925;0.0;3;0;0;1
Bruno Söhnle;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;1554.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Grey;Brown;7781.0;1384.0;1;0;1;5151.0;2.0;1;7.349230824613334;0.6666666666666666;3;0;0;1
Tudor;Automatic;Titanium;Titanium;2023.0;New;Original box, original papers;Men's watch/Unisex;3798.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Steel;702.0;1839.0;0;1;1;455.0;3.0;1;8.242493153187626;0.6666666666666666;3;0;0;0
Victorinox Swiss Army;Quartz;Carbon;Textile;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;771.0;Item needs to be procured;Circular;725.7325000000001;Sapphire crystal;Black;Black;8546.0;2535.0;0;1;1;4713.0;2.0;1;6.648984550024776;0.6666666666666666;3;0;0;1
Arnold & Son;Manual winding;Rose gold;Leather;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;12000.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Black;1606.0;1689.0;1;1;1;1150.0;4.0;1;9.392745258631441;1.0;3;0;0;0
Sea-Gull;Manual winding;Steel;Leather;2024.0;Used (Good);No original box, no original papers;Men's watch/Unisex;254.0;Item is in stock;Rectangular;532.0;Sapphire crystal;White;Brown;580.0;419.0;0;0;0;448.0;2.0;1;5.541263545158426;0.0;0;0;0;1
Casio;Quartz;Steel;Plastic;2023.0;New;Original box, original papers;Men's watch/Unisex;475.0;Item is in stock;Rectangular;2310.0;Mineral Glass;Black;Red;410.0;59.0;1;1;1;304.0;3.0;1;6.16541785423142;1.0;3;0;0;1
Festina;Quartz;Steel;Steel;2015.5;Used (Good);No original box, no original papers;Men's watch/Unisex;217.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;10.5;1;5.384495062789089;0.0;0;0;0;1
Van Cleef & Arpels;Automatic;White gold;White gold;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;152387.0;Item needs to be procured;Circular;566.77;Sapphire crystal;Blue;Black;13.0;440.0;0;0;1;8.0;4.0;1;11.934185178977033;0.3333333333333333;3;0;0;0
Ernest Borel;Automatic;Steel;Steel;2022.0;New;Original box, original papers;Men's watch/Unisex;1173.0;Item is in stock;Circular;692.37;Sapphire crystal;Silver;Steel;313.0;356.0;0;1;1;257.0;4.0;1;7.068172000388042;0.6666666666666666;3;0;0;0
Jaquet-Droz;Automatic;Rose gold;Leather;2023.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;11607.0;Item needs to be procured;Circular;725.7325000000001;Sapphire crystal;Black;Black;83.0;1950.0;0;0;1;54.0;3.0;1;9.359449794564023;0.3333333333333333;0;0;0;0
Raymond Weil;Automatic;Steel;Rubber;2023.0;New;Original box, original papers;Men's watch/Unisex;2914.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;28.0;21.0;0;0;1;24.0;3.0;1;7.977625098784593;0.3333333333333333;3;0;0;1
Bulova;Quartz;Gold/Steel;Leather;1986.0;Used (Good);No original box, no original papers;Men's watch/Unisex;165.0;Item is in stock;Rectangular;1184.0;Mineral Glass;White;Black;1395.0;1103.0;1;1;1;862.0;40.0;0;5.111987788356544;1.0;0;0;0;1
Eberhard & Co.;Automatic;Steel;Steel;2000.0;Used (Good);Original papers, no original box;Men's watch/Unisex;975.0;Item is in stock;Circular;692.37;Sapphire crystal;Silver;Black;663.0;179.0;1;1;1;535.0;26.0;1;6.883462586413092;1.0;1;0;0;1
Chronoswiss;Automatic;Steel;Leather;2005.0;Used (Good);Original box, original papers;Men's watch/Unisex;4115.0;Item is in stock;Circular;566.77;Sapphire crystal;Silver;Brown;5195.0;1981.0;0;1;1;3597.0;21.0;1;8.32263709695394;0.6666666666666666;3;0;0;1
Daniel Roth;Automatic;Rose gold;Alligator skin;2000.0;Used (Very good);Original box, original papers;Men's watch/Unisex;21950.0;Item is in stock;Rectangular;1558.0;Sapphire crystal;Pink;Black;3088.0;1614.0;0;1;1;2340.0;26.0;1;9.99656797555214;0.6666666666666666;3;0;0;1
Anonimo;Automatic;Steel;Leather;2019.0;New;Original box, original papers;Men's watch/Unisex;1749.0;Item needs to be procured;Circular;812.573125;Sapphire crystal;Blue;Blue;14956.0;4177.0;0;1;1;10179.0;7.0;1;7.4673710669175595;0.6666666666666666;3;0;0;1
Tutima;Automatic;Titanium;Titanium;2022.0;Used (Good);Original box, original papers;Men's watch/Unisex;3244.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Black;Silver;518.0;401.0;0;1;1;344.0;4.0;1;8.08487062913819;0.6666666666666666;3;0;0;1
Mühle Glashütte;Automatic;Steel;Leather;2019.0;Used (Good);Original box, original papers;Men's watch/Unisex;2329.0;Item is in stock;Circular;659.7925;Sapphire crystal;White;Black;50.0;85.0;1;1;1;37.0;7.0;1;7.753623546559746;1.0;3;0;0;0
Mathey-Tissot;Quartz;Steel;Steel;2024.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;271.0;Item is in stock;Circular;759.88;Sapphire crystal;Green;Grey;580.0;419.0;0;0;0;448.0;2.0;1;5.605802066295998;0.0;2;0;0;1
Traser;Quartz;Steel;Rubber;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;606.0;Item is in stock;Circular;830.5300000000001;Sapphire crystal;Blue;Black;14650.0;5537.0;1;1;1;7437.0;2.0;1;6.408528791059498;1.0;3;0;0;1
Eberhard & Co.;Automatic;Steel;Alligator skin;2004.0;New;Original box, original papers;Men's watch/Unisex;1995.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Black;Black;616.0;418.0;1;0;1;527.0;22.0;1;7.59890045687141;0.6666666666666666;3;0;0;1
Paul Picot;Automatic;Steel;Leather;2018.5;Used (Fair);No original box, no original papers;Men's watch/Unisex;998.0;Item is in stock;Circular;537.3325;Sapphire crystal;Silver;Black;17900.0;12042.0;1;1;1;12545.0;7.5;1;6.906754778648554;1.0;0;0;0;1
Louis Erard;Automatic;Steel;Leather;2022.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;533.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Black;464.0;336.0;1;1;1;328.0;4.0;1;6.280395838960195;1.0;0;0;0;1
Kienzle;Automatic;Steel;Leather;2010.0;Used (Good);Original box, original papers;Men's watch/Unisex;422.0;Item is in stock;Circular;794.8125;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;16.0;1;6.0473721790462776;0.0;3;0;0;1
Cartier;Automatic;Steel;Alligator skin;2015.0;Used (Very good);Original box, original papers;Men's watch/Unisex;6500.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;22.0;166.0;1;1;1;13.0;11.0;1;8.77971129020447;1.0;3;0;0;0
Tempvs Compvtare;Automatic;Steel;Textile;2023.0;New;Original box, original papers;Men's watch/Unisex;6499.0;Item needs to be procured;Circular;867.0325;Sapphire crystal;Black;Black;14.0;64.0;1;0;1;13.0;3.0;1;8.779557455883728;0.6666666666666666;3;0;0;0
Philip Watch;Manual winding;Steel;Leather;1960.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;639.0;Item is in stock;Rectangular;1287.0;Plexiglass;Grey;Black;29.0;277.0;1;0;1;20.0;66.0;0;6.461468176353717;0.6666666666666666;0;0;0;0
Swiss Military;Quartz;Steel;Leather;2022.5;Like new & unworn;Original box, original papers;Men's watch/Unisex;205.0;Item is in stock;Circular;692.37;Mineral Glass;Grey;Grey;14650.0;5537.0;1;1;1;7437.0;3.5;1;5.327876168789581;1.0;3;0;0;1
Breitling;Automatic;Steel;Rubber;2011.0;Used (Very good);Original box, original papers;Men's watch/Unisex;6250.0;Item is in stock;Circular;942.3925;Sapphire crystal;Black;Black;431.0;215.0;1;1;1;277.0;15.0;1;8.740496729931813;1.0;3;0;0;1
Jacob & Co.;Quartz;Steel;Steel;2022.5;Used (Very good);No original box, no original papers;Men's watch/Unisex;6999.0;Item needs to be procured;Circular;867.0325;Sapphire crystal;Mother of pearl;Silver;516.0;244.0;0;1;1;333.0;3.5;1;8.85366542803745;0.6666666666666666;0;0;0;1
IWC;Automatic;Steel;Leather;2017.0;Used (Good);Original box, original papers;Men's watch/Unisex;9500.0;Item is in stock;Circular;759.88;Sapphire crystal;Blue;Brown;580.0;419.0;0;0;0;448.0;9.0;1;9.15915233520675;0.0;3;0;0;1
Zeppelin;Quartz;Steel;Leather;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;205.0;Item is in stock;Circular;692.37;Sapphire crystal;Blue;Blue;580.0;419.0;0;0;0;448.0;4.0;1;5.327876168789581;0.0;3;0;0;1
Corum;Manual winding;Rose gold;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;32000.0;Item is in stock;Rectangular;2184.0;Sapphire crystal;Skeletonized;Black;267.0;1475.0;1;0;1;196.0;2.0;1;10.373522431293592;0.6666666666666666;3;0;0;0
Concord;Quartz;Steel;Crocodile skin;2010.0;Used (Very good);Original box, original papers;Women's watch;499.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Pink;580.0;419.0;0;0;0;448.0;16.0;1;6.214608098422191;0.0;3;0;0;1
Oris;Automatic;Steel;Textile;2023.0;New;Original box, no original papers;Men's watch/Unisex;1695.0;Item is in stock;Circular;692.37;Sapphire crystal;Green;Green;1103.0;399.0;1;1;1;659.0;3.0;1;7.4360278163518485;1.0;2;0;0;1
Certina;Quartz;Steel;Leather;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;610.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;470.0;200.0;1;1;1;405.0;3.0;1;6.415096959171596;1.0;3;0;0;1
Garmin;Automatic;Steel;Silicon;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;287.0;Item needs to be procured;Circular;692.37;Sapphire crystal;Black;Blue;5470.0;4129.0;0;1;1;3309.0;2.0;1;5.662960480135946;0.6666666666666666;3;0;0;1
Frederique Constant;Quartz;Steel;Leather;2023.0;New;Original box, original papers;Men's watch/Unisex;823.0;Item is in stock;Circular;249.2532;Sapphire crystal;White;Black;1630.0;687.0;1;1;1;1152.0;3.0;1;6.714170529909472;1.0;3;0;0;1
Michele;Automatic;Steel;Steel;2023.0;New;No original box, no original papers;Men's watch/Unisex;250.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Steel;977.0;943.0;1;1;1;573.0;3.0;1;5.5254529391317835;1.0;0;0;0;1
Wittnauer;Manual winding;Steel;Steel;1952.0;Used (Good);No original box, no original papers;Men's watch/Unisex;195.0;Item is in stock;Rectangular;725.0;Plastic;Silver;Steel;1395.0;1103.0;1;1;1;862.0;74.0;0;5.278114659230517;1.0;0;0;0;1
Jaquet-Droz;Manual winding;Steel;Leather;1968.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;508.0;Item is in stock;Rectangular;1064.0;Plexiglass;White;Black;179.0;216.0;0;1;1;117.0;58.0;0;6.2324480165505225;0.6666666666666666;0;0;0;0
Pierre Balmain;Quartz;Sapphire crystal;Leather;1990.0;Used (Good);Original box, no original papers;Women's watch;325.0;Item is in stock;Circular;353.25;Sapphire crystal;Champagne;Blue;580.0;419.0;0;0;0;448.0;36.0;0;5.786897381366708;0.0;2;0;0;1
Swiss Military;Quartz;Steel;Steel;2022.5;Like new & unworn;Original box, original papers;Men's watch/Unisex;216.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Black;Silver;14650.0;5537.0;1;1;1;7437.0;3.5;1;5.37989735354046;1.0;3;0;0;1
Citizen;Automatic;Titanium;Titanium;2023.0;Like new & unworn;Original papers, no original box;Men's watch/Unisex;329.0;Item is in stock;Circular;692.37;Mineral Glass;Green;Silver;580.0;419.0;0;0;0;448.0;3.0;1;5.799092654460526;0.0;1;0;0;1
Pierre DeRoche;Automatic;Titanium;Textile;2007.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;14567.0;Item is in stock;Rectangular;660.0;Sapphire crystal;Black;Grey;580.0;419.0;0;0;0;448.0;19.0;1;9.586582621407445;0.0;2;0;0;1
