Brand;Movement;Case material;Bracelet material;Year of production;Condition;Scope of delivery;Gender;Price;Availability;Shape;Face Area;Crystal;Dial;Bracelet color;Watches Sold by the Seller;Active listing of the seller;Fast Shipper;Trusted Seller;Punctuality;Seller Reviews;age;is_modern;price_log;seller_reputation_score;scope_score;price_anomaly_low;price_anomaly_high;seller_consistent
Cartier;Automatic;Steel;Rubber;2019.0;Used (Very good);Original box, original papers;Men's watch/Unisex;7100.0;Item is in stock;Circular;735.8943249999999;Sapphire crystal;White;Black;31.0;125.0;0;1;1;21.0;7.0;1;8.867990898182093;0.6666666666666666;3;0;0;0
Revue Thommen;Automatic;Steel;Leather;2022.0;Like new & unworn;Original box, no original papers;Men's watch/Unisex;631.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;1369.0;897.0;1;0;1;939.0;4.0;1;6.448889394146858;0.6666666666666666;2;0;0;1
Lorenz;Quartz;Yellow gold;Leather;1990.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1296.0;Item is in stock;Circular;480.8125;Sapphire crystal;Black;Black;203.0;144.0;0;1;1;145.0;36.0;0;7.167809184316444;0.6666666666666666;0;0;0;1
Doxa;Automatic;Steel;Leather;2019.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;3495.0;Item is in stock;Circular;692.37;Sapphire crystal;Blue;Black;615.0;417.0;1;0;1;527.0;7.0;1;8.159374736775426;0.6666666666666666;1;0;0;1
Maurice Lacroix;Automatic;Titanium;Leather;2012.0;Used (Very good);Original box, original papers;Men's watch/Unisex;4950.0;Item is in stock;Circular;830.5300000000001;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;14.0;1;8.507344855361422;0.0;3;0;0;1
Zenith;Automatic;Rose gold;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;7800.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;2038.0;293.0;1;1;1;1659.0;4.0;1;8.962007209588313;1.0;3;0;0;1
Giuliano Mazzuoli;Automatic;Steel;Leather;2012.5;Like new & unworn;Original box, original papers;Men's watch/Unisex;3889.0;Item is in stock;Circular;794.8125;Sapphire crystal;Silver;Black;580.0;419.0;0;0;0;448.0;13.5;1;8.266164436612492;0.0;3;0;0;1
TAG Heuer;Automatic;Steel;Rubber;2023.0;Used (Very good);Original box, original papers;Men's watch/Unisex;5195.0;Item is in stock;Circular;759.88;Sapphire crystal;Green;Black;212.0;54.0;1;0;1;170.0;3.0;1;8.55564437779049;0.6666666666666666;3;0;0;1
Union Glashütte;Automatic;Steel;Textile;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;3111.0;Item available on request;Circular;725.7325000000001;Sapphire crystal;Blue;Black;12531.0;5532.0;1;1;1;7852.0;2.0;1;8.043020885298283;1.0;3;0;0;1
Erwin Sattler;Automatic;Steel;Leather;2023.0;New;Original papers, no original box;Men's watch/Unisex;12251.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;137.0;20.0;1;0;1;100.0;3.0;1;9.413444467952665;0.6666666666666666;1;0;0;1
Armin Strom;Manual winding;Steel;Leather;2020.0;Used (Good);No original box, no original papers;Men's watch/Unisex;5051.0;Item is in stock;Circular;848.683125;Sapphire crystal;Black;Brown;19.0;342.0;0;0;1;20.0;6.0;1;8.527539483470381;0.3333333333333333;0;0;0;0
Timex;Automatic;Steel;Leather;1973.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;270.0;Item is in stock;Rectangular;1520.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;53.0;0;5.602118820879701;0.0;0;0;0;1
Universal Genève;Manual winding;Red gold;Leather;1950.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;6428.0;Item is in stock;Circular;467.173125;Sapphire crystal;Silver;Black;158.0;234.0;1;1;1;118.0;76.0;0;8.768574284141687;1.0;0;0;0;0
Beuchat;Quartz;Steel;Leather;1990.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;994.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;36.0;0;6.902742737158593;0.0;0;0;0;1
Harry Winston;Automatic;Rose gold;Crocodile skin;2020.0;New;Original box, original papers;Women's watch;44186.0;Item is in stock;Circular;692.37;Sapphire crystal;Mother of pearl;Black;50.0;41.0;0;1;1;45.0;6.0;1;10.696185907157652;0.6666666666666666;3;0;0;1
Bulgari;Automatic;Rose gold;Leather;2021.0;New;Original box, original papers;Women's watch;27000.0;Item is in stock;Circular;427.4325;Sapphire crystal;Gold;Brown;265.0;1469.0;1;0;1;195.0;5.0;1;10.203629181337648;0.6666666666666666;3;0;0;0
Swatch;Automatic;Plastic;Textile;2023.0;New;Original box, original papers;Men's watch/Unisex;650.0;Item is in stock;Circular;81.3888;Mineral Glass;Black;Black;288.0;108.0;0;0;1;149.0;3.0;1;6.478509642208569;0.3333333333333333;3;0;0;1
Squale;Quartz;Steel;Steel;1990.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;540.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;36.0;0;6.293419278846481;0.0;3;0;0;1
Zeno-Watch Basel;Automatic;Steel;Leather;2013.5;New;No original box, no original papers;Men's watch/Unisex;2530.0;Item is in stock;Rectangular;1961.0;Mineral Glass;Black;Black;579.0;451.0;1;1;1;359.0;12.5;1;7.836369760545124;1.0;0;0;0;1
Venezianico;Automatic;Steel;Rubber;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1290.0;Item is in stock;Rectangular;2058.0;Sapphire crystal;Blue;Blue;580.0;419.0;0;0;0;448.0;3.0;1;7.1631723908466425;0.0;3;0;0;1
Glycine;Automatic;Yellow gold;Crocodile skin;2018.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;1500.0;Item is in stock;Circular;245.3125;Glass;Silver;Brown;1461.0;345.0;1;1;1;1007.0;8.0;1;7.313886831633462;1.0;0;0;0;1
Fortis;Automatic;Titanium;Titanium;2024.0;New;Original box, original papers;Men's watch/Unisex;7345.0;Item available on request;Circular;628.0;Sapphire crystal;Blue;Black;4592.0;517.0;1;1;1;3952.0;2.0;1;8.901911226379612;1.0;3;0;0;1
Nivada;Automatic;Steel;Rubber;2024.0;New;Original box, original papers;Men's watch/Unisex;1005.0;Item needs to be procured;Circular;566.77;Sapphire crystal;Black;Brown;3108.0;737.0;0;1;1;2199.0;2.0;1;6.913737350659685;0.6666666666666666;3;0;0;1
Junghans;Automatic;Gold/Steel;Calf skin;1960.0;Used (Good);No original box, no original papers;Men's watch/Unisex;313.0;Item is in stock;Circular;440.483125;Plastic;Gold (solid);Black;722.0;500.0;1;0;1;548.0;66.0;0;5.749392985908253;0.6666666666666666;0;0;0;1
Zeppelin;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;2106.0;Item needs to be procured;Circular;725.7325000000001;Sapphire crystal;Champagne;Black;399.0;181.0;0;1;1;291.0;2.0;1;7.653020413804189;0.6666666666666666;3;0;0;1
Bulgari;Automatic;Steel;Leather;2021.0;Used (Very good);Original box, original papers;Men's watch/Unisex;9900.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;2038.0;293.0;1;1;1;1659.0;5.0;1;9.200391041122515;1.0;3;0;0;1
Grand Seiko;Automatic;Steel;Steel;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;6000.0;Item is in stock;Circular;628.0;Sapphire crystal;Grey;Steel;627.0;69.0;1;1;1;461.0;2.0;1;8.699681400989514;1.0;3;0;0;1
Margi;Automatic;Yellow gold;Yellow gold;1985.0;New;Original box, original papers;Men's watch/Unisex;15071.0;Item is in stock;Circular;480.8125;Glass;Gold;Gold;19.0;25.0;0;0;1;11.0;41.0;0;9.620593996816144;0.3333333333333333;3;0;0;0
TW Steel;Quartz;Steel;Calf skin;2013.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;215.0;Item is in stock;Circular;794.8125;Mineral Glass;Black;Black;14626.0;5551.0;1;1;1;7424.0;13.0;1;5.375278407684165;1.0;3;0;0;1
Bovet;Automatic;Steel;Crocodile skin;2013.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;11668.0;Item needs to be procured;Circular;692.37;Sapphire crystal;White;Black;919.0;3486.0;1;1;1;787.0;13.0;1;9.364691031806107;1.0;1;0;0;0
Breitling;Automatic;Steel;Steel;2017.0;Used (Good);No original box, no original papers;Men's watch/Unisex;3500.0;Item is in stock;Circular;830.5300000000001;Sapphire crystal;Black;Black;6.0;21.0;1;1;1;5.0;9.0;1;8.160803920954665;1.0;0;0;0;0
Hermès;Quartz;Steel;Steel;2019.5;Used (Fair);Original box, original papers;Men's watch/Unisex;604.0;Item is in stock;Circular;377.1925;Sapphire crystal;Grey;Black;17847.0;12116.0;1;1;1;12521.0;6.5;1;6.405228458030842;1.0;3;0;0;1
Technomarine;Automatic;Steel;Leather;2009.0;Used (Good);No original box, no original papers;Women's watch;1047.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;172.0;165.0;1;1;1;108.0;17.0;1;6.954638864880987;1.0;0;0;0;1
Raymond Weil;Automatic;Steel;Leather;2020.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1995.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;615.0;417.0;1;0;1;527.0;6.0;1;7.59890045687141;0.6666666666666666;3;0;0;1
Cyma;Quartz;Yellow gold;Leather;1954.0;Like new & unworn;No original box, no original papers;Women's watch;335.0;Item is in stock;Circular;341.573125;Sapphire crystal;Champagne;Brown;2998.0;9673.0;1;1;1;2049.0;72.0;0;5.817111159963204;1.0;0;0;0;0
Furlan Marri;Quartz;Steel;Leather;2022.0;Used (Very good);Original box, original papers;Men's watch/Unisex;807.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Blue;580.0;419.0;0;0;0;448.0;4.0;1;6.694562058521095;0.0;3;0;0;1
Seiko;Automatic;Steel;Leather;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;2475.0;Item is in stock;Circular;669.4833249999999;Sapphire crystal;Blue;Blue;219.0;177.0;1;1;1;144.0;3.0;1;7.814399633804487;1.0;3;0;0;1
Poljot;Manual winding;Steel;Leather;2007.0;Used (Good);No original box, no original papers;Men's watch/Unisex;246.0;Item is in stock;Circular;307.72;Sapphire crystal;Black;Black;2045.0;2307.0;1;1;1;1428.0;19.0;1;5.5093883366279774;1.0;0;0;0;0
Dewitt;Automatic;Rose gold;Rubber;2010.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;7500.0;Item needs to be procured;Circular;725.7325000000001;Sapphire crystal;White;White;89.0;677.0;0;1;1;69.0;16.0;1;8.922791623969637;0.6666666666666666;0;0;0;0
Breguet;Automatic;Steel;Steel;2005.0;Used (Very good);Original papers, no original box;Men's watch/Unisex;5295.0;Item is in stock;Rectangular;1817.0;Sapphire crystal;Black;Steel;1296.0;162.0;1;1;1;874.0;21.0;1;8.574707097616844;1.0;1;0;0;1
Tecnotempo;Automatic;Steel;Leather;2011.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;454.0;Item is in stock;Circular;2310.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;15.0;1;6.12029741895095;0.0;3;0;0;1
U-Boat;Quartz;Steel;Rubber;2024.0;New;Original box, original papers;Men's watch/Unisex;1000.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;3529.0;1250.0;0;1;1;2421.0;2.0;1;6.90875477931522;0.6666666666666666;3;0;0;1
Yema;Automatic;Steel;Steel;2020.0;Used (Fair);Original box, original papers;Men's watch/Unisex;647.0;Item is in stock;Circular;596.9925000000001;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;6.0;1;6.473890696352274;0.0;3;0;0;1
Mühle Glashütte;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;3349.0;Item needs to be procured;Circular;712.2933000000002;Sapphire crystal;Silver;Brown;4181.0;2059.0;1;1;1;2862.0;2.0;1;8.116715624819111;1.0;3;0;0;1
Gucci;Quartz;Gold/Steel;Leather;1993.0;Used (Good);No original box, no original papers;Women's watch;295.0;Item is in stock;Rectangular;800.0;Sapphire crystal;Champagne;Black;1390.0;1103.0;1;1;1;860.0;33.0;0;5.69035945432406;1.0;0;0;0;1
Victorinox Swiss Army;Quartz;Steel;Rubber;2023.0;New;No original box, no original papers;Men's watch/Unisex;505.0;Item is in stock;Circular;537.3325;Sapphire crystal;Pink;Pink;445.0;498.0;1;0;1;218.0;3.0;1;6.226536669287466;0.6666666666666666;0;0;0;0
Ulysse Nardin;Automatic;Carbon;Leather;2020.0;Used (Very good);Original box, original papers;Men's watch/Unisex;18299.0;Item needs to be procured;Circular;692.37;Sapphire crystal;Skeletonized;Black;522.0;870.0;1;1;1;375.0;6.0;1;9.814656338829513;1.0;3;0;0;0
Corum;Automatic;Steel;Rubber;2023.0;New;Original box, original papers;Men's watch/Unisex;4220.0;Item is in stock;Circular;628.0;Sapphire crystal;White;Black;178.0;1739.0;1;1;1;135.0;3.0;1;8.347827345782498;1.0;3;0;0;0
Luminox;Quartz;Steel;Rubber;2022.0;New;Original box, original papers;Men's watch/Unisex;782.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Orange;2139.0;172.0;1;0;1;1488.0;4.0;1;6.663132695990803;0.6666666666666666;3;0;0;1
Fendi;Quartz;Steel;Steel;2005.0;Used (Very good);Original box, original papers;Men's watch/Unisex;375.0;Item is in stock;Circular;659.7925;Sapphire crystal;Black;Silver;1174.0;1041.0;1;1;1;960.0;21.0;1;5.929589143389895;1.0;3;0;0;1
Louis Erard;Automatic;Steel;Steel;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1226.0;Item is in stock;Circular;628.0;Sapphire crystal;Silver;Steel;1408.0;712.0;0;0;1;958.0;4.0;1;7.112327444710911;0.3333333333333333;3;0;0;1
Concord;Manual winding;Rose gold;Leather;2014.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;6169.0;Item is in stock;Rectangular;1225.5;Sapphire crystal;Black;Brown;17.0;13.0;1;1;1;14.0;12.0;1;8.727454116899434;1.0;0;0;0;1
Van Der Bauwede;Automatic;Steel;Leather;2008.0;Used (Good);Original box, no original papers;Men's watch/Unisex;8427.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;18.0;1;9.03931477492408;0.0;2;0;0;1
Stowa;Automatic;Steel;Leather;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;1026.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Brown;580.0;419.0;0;0;0;448.0;4.0;1;6.934397209928558;0.0;3;0;0;1
F.P.Journe;Manual winding;Steel;Leather;2013.0;Used (Good);Original box, original papers;Men's watch/Unisex;57500.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;13.0;1;10.959557617938563;0.0;3;0;0;1
F.P.Journe;Manual winding;Steel;Leather;2020.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;233926.0;Item needs to be procured;Circular;659.7925;Sapphire crystal;Grey;Black;1640.0;2239.0;0;1;1;1206.0;6.0;1;12.362764379856415;0.6666666666666666;2;0;0;0
Laco;Automatic;Steel;Leather;2024.0;New;Original box, original papers;Men's watch/Unisex;367.0;Item is in stock;Circular;596.9925000000001;Sapphire crystal;Black;Brown;2328.0;2505.0;0;1;1;1742.0;2.0;1;5.908082938168931;0.6666666666666666;3;0;0;0
Michele;Quartz;Steel;Leather;2023.0;Used (Very good);Original box, original papers;Women's watch;449.0;Item is in stock;Circular;508.68;Sapphire crystal;Blue;Blue;14.0;224.0;1;1;1;448.0;3.0;1;6.1092475827643655;1.0;3;0;0;0
Alpina;Automatic;Steel;Leather;2019.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;853.0;Item needs to be procured;Circular;759.88;Sapphire crystal;Black;Black;476.0;122.0;0;1;1;370.0;7.0;1;6.74993119378857;0.6666666666666666;3;0;0;1
Ulysse Nardin;Automatic;Steel;Rubber;2020.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;7985.0;Item is in stock;Circular;715.641325;Sapphire crystal;Black;Black;545.0;2782.0;0;1;1;371.0;6.0;1;8.985445287623167;0.6666666666666666;3;0;0;0
Favre-Leuba;Automatic;Steel;Steel;1985.0;Used (Good);No original box, no original papers;Men's watch/Unisex;627.0;Item is in stock;Circular;566.77;Sapphire crystal;Black;Steel;1005.0;223.0;0;1;1;634.0;41.0;0;6.4425401664681985;0.6666666666666666;0;0;0;1
Bedat & Co;Automatic;Steel;Leather;2022.0;New;Original box, original papers;Women's watch;3495.0;Item is in stock;Circular;522.908125;Sapphire crystal;Black;Black;1604.0;1677.0;1;1;1;1147.0;4.0;1;8.159374736775426;1.0;3;0;0;0
Corum;Automatic;Titanium;Leather;2023.0;Used (Good);No original box, no original papers;Men's watch/Unisex;3900.0;Item is in stock;Circular;904.32;Sapphire crystal;Black;Black;171.0;151.0;1;1;1;108.0;3.0;1;8.268988209506656;1.0;0;0;0;1
Locman;Automatic;Steel;Rubber;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;594.0;Item is in stock;Rectangular;616.0;Sapphire crystal;Black;White;580.0;419.0;0;0;0;448.0;3.0;1;6.38856140554563;0.0;3;0;0;1
A. Lange & Söhne;Automatic;Steel;Leather;2017.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;7500.0;Item is in stock;Circular;692.37;Sapphire crystal;White;Black;347.0;134.0;1;1;1;205.0;9.0;1;8.922791623969637;1.0;0;0;0;1
ck Calvin Klein;Quartz;Steel;Steel;2015.5;Like new & unworn;No original box, no original papers;Women's watch;177.0;Item is in stock;Rectangular;780.0;Sapphire crystal;Black;Gold;580.0;419.0;0;0;0;448.0;10.5;1;5.181783550292085;0.0;0;0;0;1
Mondaine;Quartz;Steel;Leather;2023.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;249.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;3.0;1;5.521460917862246;0.0;3;0;0;1
Timex;Quartz;Steel;Textile;2022.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;216.0;Item is in stock;Circular;692.37;Sapphire crystal;Black;Black;580.0;419.0;0;0;0;448.0;4.0;1;5.37989735354046;0.0;3;0;0;1
Tutima;Automatic;Titanium;Titanium;2018.0;Used (Very good);Original box, no original papers;Men's watch/Unisex;1441.0;Item is in stock;Rectangular;1848.0;Sapphire crystal;Black;Grey;158.0;121.0;1;1;1;129.0;8.0;1;7.273786317844895;1.0;2;0;0;1
Frederique Constant;Automatic;Steel;Steel;2020.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;750.0;Item is in stock;Circular;628.0;Sapphire crystal;Green;Silver;580.0;419.0;0;0;0;448.0;6.0;1;6.621405651764134;0.0;3;0;0;1
Heuer;Automatic;Steel;Steel;1970.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;3999.0;Item is in stock;Circular;692.37;Sapphire crystal;Blue;Steel;580.0;419.0;0;0;0;448.0;56.0;0;8.294049640102028;0.0;0;0;0;1
Swiss Military;Quartz;Steel;Steel;2022.5;Like new & unworn;Original box, original papers;Men's watch/Unisex;269.0;Item is in stock;Circular;628.0;Sapphire crystal;Green;Gold;14626.0;5551.0;1;1;1;7424.0;3.5;1;5.598421958998375;1.0;3;0;0;1
Edox;Automatic;Steel;Rubber;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;863.0;Item is in stock;Circular;759.88;Sapphire crystal;Blue;Black;580.0;419.0;0;0;0;448.0;2.0;1;6.761572768804055;0.0;3;0;0;1
Garmin;Solar;Steel;Leather;2023.0;New;Original box, original papers;Men's watch/Unisex;3151.0;Item needs to be procured;Circular;830.5300000000001;Sapphire crystal;Black;Black;7714.0;4802.0;1;1;1;5170.0;3.0;1;8.05579245097777;1.0;3;0;0;1
Rado;Automatic;Steel;Steel;2020.0;Used (Very good);Original box, original papers;Men's watch/Unisex;1495.0;Item is in stock;Circular;596.9925000000001;Sapphire crystal;Black;Steel;615.0;417.0;1;0;1;527.0;6.0;1;7.310550158534422;0.6666666666666666;3;0;0;1
Spinnaker;Automatic;Steel;Calf skin;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;198.0;Item is in stock;Circular;692.37;Mineral Glass;Black;Brown;14626.0;5551.0;1;1;1;7424.0;2.0;1;5.293304824724492;1.0;3;0;0;1
Glycine;Automatic;White gold;Crocodile skin;2018.0;Used (Very good);No original box, no original papers;Women's watch;1200.0;Item is in stock;Circular;157.0;Glass;Champagne;Brown;1461.0;345.0;1;1;1;1007.0;8.0;1;7.0909098220799835;1.0;0;0;0;1
Bovet;Manual winding;White gold;Alligator skin;2013.0;Used (Very good);Original box, original papers;Men's watch/Unisex;82950.0;Item is in stock;Circular;759.88;Sapphire crystal;Black;Black;3087.0;1595.0;0;1;1;2339.0;13.0;1;11.326005351001017;0.6666666666666666;3;0;0;1
Yema;Automatic;Steel;Leather;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;821.0;Item is in stock;Circular;596.9925000000001;Sapphire crystal;Black;Black;11.0;25.0;1;0;1;10.0;2.0;1;6.71174039505618;0.6666666666666666;3;0;0;0
Enicar;Automatic;Steel;Leather;1968.0;Used (Fair);No original box, no original papers;Men's watch/Unisex;1574.0;Item is in stock;Rectangular;1271.0;Plexiglass;Black;Brown;215.0;50.0;0;1;1;196.0;58.0;0;7.362010551259734;0.6666666666666666;0;0;0;1
Christopher Ward;Automatic;Steel;Steel;2021.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;907.0;Item is in stock;Circular;628.0;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;5.0;1;6.811244378601294;0.0;3;0;0;1
Pryngeps;Quartz;Steel;Leather;1990.5;Like new & unworn;Original papers, no original box;Men's watch/Unisex;313.0;Item is in stock;Rectangular;1886.0;Plexiglass;White;Steel;270.0;164.0;0;1;1;208.0;35.5;0;5.749392985908253;0.6666666666666666;1;0;0;1
Ublast;Quartz;Steel;Steel;2024.0;Like new & unworn;Original box, original papers;Men's watch/Unisex;357.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;White;Steel;580.0;419.0;0;0;0;448.0;2.0;1;5.8805329864007;0.0;3;0;0;1
Meistersinger;Automatic;Steel;Leather;2022.0;New;Original box, original papers;Men's watch/Unisex;2099.0;Item is in stock;Circular;725.7325000000001;Sapphire crystal;Blue;Blue;1461.0;345.0;1;1;1;1007.0;4.0;1;7.649692623711514;1.0;3;0;0;1
Perseo;Manual winding;Steel;Leather;1980.0;Used (Very good);No original box, no original papers;Men's watch/Unisex;238.0;Item is in stock;Circular;508.68;Sapphire crystal;Black;Steel;580.0;419.0;0;0;0;448.0;46.0;0;5.476463551931511;0.0;0;0;0;1
F.P.Journe;Automatic;Steel;Leather;2024.0;Used (Very good);Original box, original papers;Men's watch/Unisex;78110.0;Item is in stock;Rectangular;1920.0;Sapphire crystal;Black;Black;23.0;129.0;0;1;1;19.0;2.0;1;11.265886170980464;0.6666666666666666;3;0;0;0
